Pagina,Palabras,Menciones_Censuradas_REDACTED,Evasiones_Detectadas,Tipos_Evasion,Indicador_Positivo,Indicador_Negativo,Indice_Sentimiento,Clasificacion_Sentimiento,Hits_Propiedades,Hits_Aviones_Logistica,Hits_Abuso_Menores,Hits_Ambito_Legal,Tema_Dominante,Años_Mencionados,Personas_Presentes,Personas_Count,Fuente
236,447,0,0,,0,2,-1.0,Altamente Negativo,1,0,1,0,Propiedades,2005,,0,TXT Consolidado
237,503,0,0,,0,0,0.0,Neutral,2,0,0,0,Propiedades,2005,Jeffrey Epstein,1,TXT Consolidado
238,550,0,0,,0,1,-1.0,Altamente Negativo,3,0,4,0,Abuso / Menores,2005,Alan Dershowitz,1,TXT Consolidado
239,540,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,2006,,0,TXT Consolidado
240,516,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,2000,,0,TXT Consolidado
241,542,0,0,,1,0,1.0,Positivo,2,0,0,0,Propiedades,2005,Jeffrey Epstein,1,TXT Consolidado
242,612,0,0,,0,1,-1.0,Altamente Negativo,2,0,4,0,Abuso / Menores,2004; 2005,Jeffrey Epstein,1,TXT Consolidado
243,553,0,0,,0,0,0.0,Neutral,3,0,0,0,Propiedades,2005; 2006,Jeffrey Epstein,1,TXT Consolidado
244,592,0,0,,1,0,1.0,Positivo,5,0,4,0,Propiedades,2004; 2006,Johanna Sjoberg,1,TXT Consolidado
245,540,0,0,,1,1,0.0,Neutral / Procedimental,2,0,2,0,Propiedades,2004,Jeffrey Epstein,1,TXT Consolidado
246,523,0,0,,0,1,-1.0,Altamente Negativo,11,0,3,0,Propiedades,2005; 2006,Johanna Sjoberg,1,TXT Consolidado
247,539,0,0,,0,1,-1.0,Altamente Negativo,5,0,2,0,Propiedades,,,0,TXT Consolidado
248,545,0,0,,1,0,1.0,Positivo,3,0,2,0,Propiedades,2006,Jeffrey Epstein,1,TXT Consolidado
249,545,0,0,,1,0,1.0,Positivo,3,0,8,0,Abuso / Menores,2006,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
250,540,0,0,,2,0,1.0,Positivo,2,3,8,0,Abuso / Menores,2005; 2006,,0,TXT Consolidado
251,592,0,0,,1,0,1.0,Positivo,1,1,6,0,Abuso / Menores,1991; 2006,Jeffrey Epstein,1,TXT Consolidado
252,485,0,0,,0,0,0.0,Neutral,3,0,0,3,Propiedades,2006,Jeffrey Epstein; Alan Dershowitz,2,TXT Consolidado
253,549,0,0,,0,1,-1.0,Altamente Negativo,3,0,12,3,Abuso / Menores,2006,,0,TXT Consolidado
254,583,0,0,,0,2,-1.0,Altamente Negativo,2,0,3,5,Ámbito Legal,2006,Alan Dershowitz,1,TXT Consolidado
255,547,0,0,,2,1,0.333,Positivo,1,0,2,4,Ámbito Legal,2006,Jeffrey Epstein,1,TXT Consolidado
256,565,0,0,,0,0,0.0,Neutral,6,0,0,2,Propiedades,2005; 2006,Jeffrey Epstein; Leslie Wexner,2,TXT Consolidado
257,494,3,0,,1,0,1.0,Positivo,1,0,0,0,Propiedades,2006,,0,TXT Consolidado
258,537,0,0,,0,1,-1.0,Altamente Negativo,2,0,7,4,Abuso / Menores,2006,Jeffrey Epstein,1,TXT Consolidado
259,184,0,0,,1,0,1.0,Positivo,1,0,0,4,Ámbito Legal,2006,Jeffrey Epstein,1,TXT Consolidado
260,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
261,185,0,0,,0,1,-1.0,Altamente Negativo,0,0,1,1,Abuso / Menores,2015,,0,TXT Consolidado
262,300,0,0,,1,3,-0.5,Altamente Negativo,2,0,0,0,Propiedades,1998; 2015,,0,TXT Consolidado
263,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
264,310,0,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,2016,Virginia Giuffre,1,TXT Consolidado
265,294,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
266,265,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
267,323,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
268,276,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Virginia Giuffre,1,TXT Consolidado
269,284,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
270,219,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
271,254,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
272,245,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
273,230,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
274,274,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
275,216,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Virginia Giuffre,1,TXT Consolidado
276,330,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
277,264,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
278,199,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
279,318,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
280,273,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
281,228,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
282,176,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
283,385,2,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2011; 2016,Virginia Giuffre,1,TXT Consolidado
284,354,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,Virginia Giuffre,1,TXT Consolidado
285,350,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,Virginia Giuffre,1,TXT Consolidado
286,496,1,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2009; 2016,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
287,521,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
288,409,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,Virginia Giuffre,1,TXT Consolidado
289,200,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,Virginia Giuffre,1,TXT Consolidado
290,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
291,354,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2011; 2015; 2016,Jeffrey Epstein; Ghislaine Maxwell; Alan Dershowitz,3,TXT Consolidado
292,287,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
293,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
294,290,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
295,411,0,4,Objection,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
296,532,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,1999; 2000; 2002; 2014; 2015,,0,TXT Consolidado
297,493,0,0,,0,3,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,2016,Jeffrey Epstein,1,TXT Consolidado
298,522,0,0,,0,3,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,,,0,TXT Consolidado
299,503,0,0,,0,5,-1.0,Altamente Negativo,0,0,2,0,Abuso / Menores,,,0,TXT Consolidado
300,400,0,0,,0,3,-1.0,Altamente Negativo,0,0,1,0,Abuso / Menores,1999,Jeffrey Epstein,1,TXT Consolidado
301,418,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1999; 2016,Virginia Giuffre; Alan Dershowitz,2,TXT Consolidado
302,457,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,1999,Jeffrey Epstein,1,TXT Consolidado
303,486,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1999; 2005,,0,TXT Consolidado
304,505,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,1999,Jeffrey Epstein,1,TXT Consolidado
305,468,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2014; 2015; 2016,,0,TXT Consolidado
306,489,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,,0,TXT Consolidado
307,488,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,,0,TXT Consolidado
308,505,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,,0,TXT Consolidado
309,477,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,,0,TXT Consolidado
310,502,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,,0,TXT Consolidado
311,503,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2014; 2016,,0,TXT Consolidado
312,449,0,0,,1,0,1.0,Positivo,0,1,0,0,Logística / Aviones,2012; 2015; 2016,,0,TXT Consolidado
313,479,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,,0,TXT Consolidado
314,510,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,,0,TXT Consolidado
315,500,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015; 2016,,0,TXT Consolidado
316,160,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2016,Ghislaine Maxwell,1,TXT Consolidado
317,126,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
318,96,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
319,267,0,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,,Alan Dershowitz,1,TXT Consolidado
320,42,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
321,382,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1994; 1998; 1999; 2002; 2006; 2007; 2008; 2009; 2010; 2011; 2014,,0,TXT Consolidado
322,393,1,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2002; 2003; 2004; 2008; 2009; 2010; 2011; 2013; 2014; 2015; 2016,,0,TXT Consolidado
323,366,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1990; 1992; 1994; 1997; 1998; 1999; 2006; 2009; 2014,,0,TXT Consolidado
324,275,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2001; 2003; 2009; 2011; 2012; 2014; 2015,,0,TXT Consolidado
325,301,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2008,Virginia Giuffre,1,TXT Consolidado
326,353,4,0,,1,2,-0.333,Altamente Negativo,0,0,0,1,Ámbito Legal,2008; 2011; 2013; 2014; 2015,Jeffrey Epstein,1,TXT Consolidado
327,391,7,0,,0,3,-1.0,Altamente Negativo,0,0,0,5,Ámbito Legal,2014; 2015,Ghislaine Maxwell; Virginia Giuffre; Alan Dershowitz,3,TXT Consolidado
328,358,6,2,Fifth Amendment,0,1,-1.0,Altamente Negativo,0,0,3,2,Abuso / Menores,2015,Jeffrey Epstein,1,TXT Consolidado
329,320,1,0,,1,3,-0.5,Altamente Negativo,0,0,0,2,Ámbito Legal,2015,,0,TXT Consolidado
330,340,1,0,,2,1,0.333,Positivo,0,0,0,5,Ámbito Legal,2014; 2015,,0,TXT Consolidado
331,319,0,0,,2,2,0.0,Neutral / Procedimental,0,0,0,8,Ámbito Legal,,,0,TXT Consolidado
332,359,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,1998; 2008,,0,TXT Consolidado
333,346,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2002; 2008; 2010; 2014,,0,TXT Consolidado
334,389,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1994; 2002; 2003; 2006; 2014,,0,TXT Consolidado
335,355,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,1999; 2006; 2010; 2011,,0,TXT Consolidado
336,400,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2002; 2007; 2008; 2016,,0,TXT Consolidado
337,571,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1994; 1997; 2009; 2010,,0,TXT Consolidado
338,438,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2011; 2013; 2014,Alan Dershowitz,1,TXT Consolidado
339,336,5,0,,2,1,0.333,Positivo,0,0,0,0,Sin tema dominante,,Jeffrey Epstein,1,TXT Consolidado
340,412,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2011; 2015,,0,TXT Consolidado
341,375,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,1999; 2001; 2003,,0,TXT Consolidado
342,427,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2008; 2015,,0,TXT Consolidado
343,344,0,0,,1,0,1.0,Positivo,1,0,0,6,Ámbito Legal,2010,Alan Dershowitz,1,TXT Consolidado
344,376,0,0,,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,2006; 2011,,0,TXT Consolidado
345,366,0,1,Fifth Amendment,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,1998; 2003; 2007,,0,TXT Consolidado
346,427,0,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,1990; 2003; 2008; 2011; 2015,,0,TXT Consolidado
347,332,0,1,Objection,1,0,1.0,Positivo,0,1,0,7,Ámbito Legal,2015,,0,TXT Consolidado
348,389,0,0,,1,0,1.0,Positivo,0,0,0,6,Ámbito Legal,2008; 2009,,0,TXT Consolidado
349,318,0,0,,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,2014,Jeffrey Epstein,1,TXT Consolidado
350,380,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,7,Ámbito Legal,2003; 2009,Virginia Giuffre,1,TXT Consolidado
351,337,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2006; 2011,,0,TXT Consolidado
352,379,0,0,,1,0,1.0,Positivo,0,0,0,2,Ámbito Legal,2002; 2011,,0,TXT Consolidado
353,395,0,0,,3,0,1.0,Positivo,0,0,0,1,Ámbito Legal,1994; 2002; 2009; 2011,,0,TXT Consolidado
354,367,0,0,,0,0,0.0,Neutral,0,0,0,3,Ámbito Legal,1992; 1999; 2004; 2009; 2012; 2014,Jeffrey Epstein,1,TXT Consolidado
355,318,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2008; 2016,,0,TXT Consolidado
356,215,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
357,66,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
358,29,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
359,203,1,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,,,0,TXT Consolidado
360,189,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2014,,0,TXT Consolidado
361,215,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,Ghislaine Maxwell,1,TXT Consolidado
362,222,0,1,I don't recall,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
363,211,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
364,238,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,,,0,TXT Consolidado
365,192,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
366,194,0,0,,0,1,-1.0,Altamente Negativo,0,0,8,2,Abuso / Menores,,Ghislaine Maxwell; Prince Andrew,2,TXT Consolidado
367,200,0,0,,0,1,-1.0,Altamente Negativo,2,0,1,2,Propiedades,,Ghislaine Maxwell,1,TXT Consolidado
368,210,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,1,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
369,248,0,0,,0,2,-1.0,Altamente Negativo,0,0,4,0,Abuso / Menores,,Ghislaine Maxwell,1,TXT Consolidado
370,210,0,0,,0,2,-1.0,Altamente Negativo,2,0,1,0,Propiedades,,Prince Andrew,1,TXT Consolidado
371,234,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
372,196,0,0,,0,2,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2011; 2012,,0,TXT Consolidado
373,188,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
374,246,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2011; 2012; 2013,Ghislaine Maxwell; Prince Andrew,2,TXT Consolidado
375,190,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
376,198,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
377,202,0,0,,0,0,0.0,Neutral,1,0,0,0,Propiedades,2001,Jeffrey Epstein,1,TXT Consolidado
378,213,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,0,Sin tema dominante,2011,,0,TXT Consolidado
379,83,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
380,17,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
381,340,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,2015,,0,TXT Consolidado
382,72,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
383,365,0,1,Fifth Amendment,2,0,1.0,Positivo,0,0,0,5,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
384,326,0,1,Fifth Amendment,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2001; 2006,Jeffrey Epstein,1,TXT Consolidado
385,411,0,3,Fifth Amendment,1,0,1.0,Positivo,0,0,0,3,Ámbito Legal,1993; 2002; 2009,,0,TXT Consolidado
386,485,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,1995; 1996; 2000; 2009,,0,TXT Consolidado
387,385,1,0,,2,1,0.333,Positivo,2,1,5,11,Ámbito Legal,,Jeffrey Epstein; Johanna Sjoberg,2,TXT Consolidado
388,315,1,1,Fifth Amendment,0,0,0.0,Neutral,0,0,0,7,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
389,438,3,0,,1,1,0.0,Neutral / Procedimental,0,0,0,0,Sin tema dominante,1999; 2013; 2015,Ghislaine Maxwell,1,TXT Consolidado
390,473,0,0,,0,3,-1.0,Altamente Negativo,0,0,2,5,Ámbito Legal,2009,Ghislaine Maxwell,1,TXT Consolidado
391,94,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,Ghislaine Maxwell,1,TXT Consolidado
392,133,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,2016,,0,TXT Consolidado
393,71,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
394,57,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
395,88,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1997; 2006; 2009,,0,TXT Consolidado
396,482,0,0,,3,1,0.5,Positivo,0,0,0,7,Ámbito Legal,,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
397,438,2,0,,0,2,-1.0,Altamente Negativo,0,0,2,9,Ámbito Legal,,Prince Andrew,1,TXT Consolidado
398,361,0,0,,2,5,-0.429,Altamente Negativo,0,0,3,5,Ámbito Legal,2009; 2011,Jeffrey Epstein; Bill Clinton,2,TXT Consolidado
399,235,0,0,,1,2,-0.333,Altamente Negativo,0,1,0,5,Ámbito Legal,,,0,TXT Consolidado
400,210,0,0,,0,1,-1.0,Altamente Negativo,0,0,0,2,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
401,366,0,0,,1,3,-0.5,Altamente Negativo,0,0,2,8,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
402,384,0,0,,1,4,-0.6,Altamente Negativo,0,1,3,2,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
403,340,0,2,Fifth Amendment,2,2,0.0,Neutral / Procedimental,0,0,0,6,Ámbito Legal,1997; 2022,Jeffrey Epstein,1,TXT Consolidado
404,400,0,0,,1,0,1.0,Positivo,0,0,0,5,Ámbito Legal,2006,,0,TXT Consolidado
405,276,0,0,,0,0,0.0,Neutral,0,0,0,5,Ámbito Legal,2016,Jeffrey Epstein,1,TXT Consolidado
406,106,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
407,139,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
408,225,0,0,,1,0,1.0,Positivo,0,0,0,8,Ámbito Legal,2015; 2016,Ghislaine Maxwell,1,TXT Consolidado
409,154,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
410,127,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
411,20,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
412,109,0,0,,2,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Ghislaine Maxwell; Johanna Sjoberg,2,TXT Consolidado
413,237,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Prince Andrew,1,TXT Consolidado
414,208,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
415,211,3,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
416,196,0,1,Objection,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
417,214,0,3,Objection,1,1,0.0,Neutral / Procedimental,0,0,0,3,Ámbito Legal,,,0,TXT Consolidado
418,210,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
419,150,0,1,Objection,1,0,1.0,Positivo,0,0,2,0,Abuso / Menores,,,0,TXT Consolidado
420,99,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Johanna Sjoberg,1,TXT Consolidado
421,162,0,0,,1,0,1.0,Positivo,0,0,0,4,Ámbito Legal,2016,Ghislaine Maxwell,1,TXT Consolidado
422,15,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
423,57,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
424,88,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1997; 2006; 2009,,0,TXT Consolidado
425,482,0,0,,3,1,0.5,Positivo,0,0,0,7,Ámbito Legal,,Jeffrey Epstein; Virginia Giuffre,2,TXT Consolidado
426,437,3,0,,0,2,-1.0,Altamente Negativo,0,0,2,9,Ámbito Legal,,Prince Andrew,1,TXT Consolidado
427,361,0,0,,2,5,-0.429,Altamente Negativo,0,0,3,5,Ámbito Legal,2009; 2011,Jeffrey Epstein; Bill Clinton,2,TXT Consolidado
428,441,0,0,,1,2,-0.333,Altamente Negativo,0,1,0,6,Ámbito Legal,,Ghislaine Maxwell,1,TXT Consolidado
429,487,0,0,,0,2,-1.0,Altamente Negativo,0,0,2,3,Ámbito Legal,,Jeffrey Epstein; Ghislaine Maxwell,2,TXT Consolidado
430,365,0,0,,1,3,-0.5,Altamente Negativo,0,0,2,8,Ámbito Legal,,Jeffrey Epstein,1,TXT Consolidado
431,384,0,0,,1,4,-0.6,Altamente Negativo,0,1,3,2,Abuso / Menores,,Jeffrey Epstein,1,TXT Consolidado
432,340,0,2,Fifth Amendment,2,2,0.0,Neutral / Procedimental,0,0,0,6,Ámbito Legal,1997; 2022,Jeffrey Epstein,1,TXT Consolidado
433,400,0,0,,1,0,1.0,Positivo,0,0,0,5,Ámbito Legal,2006,,0,TXT Consolidado
434,276,0,0,,0,0,0.0,Neutral,0,0,0,5,Ámbito Legal,2016,Jeffrey Epstein,1,TXT Consolidado
435,107,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
436,115,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
437,272,0,0,,1,0,1.0,Positivo,0,0,0,9,Ámbito Legal,2015; 2016,Ghislaine Maxwell,1,TXT Consolidado
438,58,0,0,,0,0,0.0,Neutral,0,0,0,2,Ámbito Legal,2016,,0,TXT Consolidado
439,155,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
440,115,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,2016,,0,TXT Consolidado
441,20,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
442,109,0,0,,2,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Ghislaine Maxwell; Johanna Sjoberg,2,TXT Consolidado
443,237,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,Prince Andrew,1,TXT Consolidado
444,208,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
445,205,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
446,196,0,1,Objection,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
447,214,0,3,Objection,1,1,0.0,Neutral / Procedimental,0,0,0,3,Ámbito Legal,,,0,TXT Consolidado
448,210,0,0,,1,0,1.0,Positivo,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
449,151,0,1,Objection,1,0,1.0,Positivo,0,0,2,0,Abuso / Menores,,,0,TXT Consolidado
450,99,0,0,,1,0,1.0,Positivo,0,0,0,1,Ámbito Legal,2016,Johanna Sjoberg,1,TXT Consolidado
451,238,0,0,,2,0,1.0,Positivo,0,0,0,4,Ámbito Legal,2016,Ghislaine Maxwell,1,TXT Consolidado
452,22,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,,,0,TXT Consolidado
453,57,0,0,,0,0,0.0,Neutral,0,0,0,1,Ámbito Legal,,,0,TXT Consolidado
454,88,0,0,,0,0,0.0,Neutral,0,0,0,0,Sin tema dominante,1997; 2006; 2009,,0,TXT Consolidado
